id,name,description,xrefs,parents
0002370,thymus,Anatomical structure of largely lymphoid tissue that functions in cell-mediated immunity by being the site where T cells develop.,AAO:0010548|BTO:0001374|CALOHA:TS-1043|EFO:0000860|EHDAA2:0002017|EHDAA:9119|EMAPA:18768|EV:0100138|FMA:9607|GAID:464|MA:0000142|MAT:0000080|MESH:D013950|MIAA:0000080|NCIT:C12433|TAO:0001078|UMLS:C0040113|VHOG:0000253|XAO:0000163|ZFA:0001078,BFO:0000050 some UBERON:0000153|BFO:0000050 some UBERON:0000949|BFO:0000050 some UBERON:0002390|BFO:0000050 some UBERON:0002405|BFO:0000051 some UBERON:0003483|BFO:0000051 some UBERON:0003846|BFO:0000067 some GO:0030217|RO:0002160 some NCBITaxon:7776|RO:0002202 some UBERON:0005562|UBERON:0000077|UBERON:0002368|UBERON:0004177|UBERON:0005057|UBERON:0005058
0002371,bone marrow,The soft tissue that fills the cavities of bones.,AAO:0011007|BTO:0000141|BTO:0000829|CALOHA:TS-0087|EFO:0000868|EMAPA:32760|EV:0100046|FMA:9608|GAID:1287|MA:0000134|MAT:0000084|MESH:D001853|MIAA:0000084|NCIT:C12431|UMLS:C0005953|VHOG:0001218|XAO:0000123|galen:BoneMarrow,BFO:0000050 some UBERON:0001474|BFO:0000050 some UBERON:0002390|BFO:0000050 some UBERON:0002405|BFO:0000051 some CL:0002092|BFO:0000051 some UBERON:0012429|UBERON:0000479|UBERON:0004120
0002372,tonsil,Either of the two small almond-shaped masses of lymph tissue found on either side of the oropharynx.,BTO:0001387|CALOHA:TS-1053|EFO:0001401|EMAPA:35871|EV:0100052|FMA:9609|GAID:341|MA:0000143|MESH:D014066|NCIT:C12802|UMLS:C0836921|UMLS:C1519547|UMLS:C1519548|VHOG:0001139|neuronames:671,BFO:0000050 some UBERON:0001735|RO:0001025 some UBERON:0000167|RO:0002433 some UBERON:0001735|UBERON:0001961|UBERON:0001962
0002373,palatine tonsil,"Tonsils on the left and right sides at the back of the throat. one of the mucosa-associated lymphoid tissues (MALT), located at the entrance to the upper respiratory and gastrointestinal tracts to protect the body from the entry of exogenous material through mucosal sites[WP].",BTO:0004714|EFO:0001977|EMAPA:35644|EV:0100393|FMA:9610|MA:0000775|MAT:0000291|MESH:D014066|MIAA:0000291|NCIT:C33250|UMLS:C0040421|VHOG:0001140,RO:0002202 some UBERON:0010023|RO:0002254 some UBERON:0002539|UBERON:0002372|UBERON:0004119|UBERON:0010314
0002374,metacarpal bone,A bone that is part of the metacarpal skeleton.,EFO:0003886|EMAPA:36158|FMA:9612|MA:0000302|NCIT:C12751|UMLS:C0025526|galen:Metacarpal,BFO:0000050 some UBERON:0004453|BFO:0000050 some UBERON:0010544|RO:0002170 some UBERON:0001435|RO:0002170 some UBERON:0001436|UBERON:0003607|UBERON:0003821|UBERON:0012358|UBERON:0015042
0002375,cricoid cartilage,A cartilaginous ring that provides support for the arytenoid cartilages and forms the caudal part of the larynx.,AAO:0000675|EHDAA2:0000326|EHDAA:9393|EMAPA:18696|FMA:9615|GAID:110|MA:0001762|MESH:D003413|NCIT:C32400|UMLS:C0010323|VHOG:0001308,RO:0002202 some UBERON:0010214|RO:0002473 some UBERON:0001994|UBERON:0001739
0002376,cranial muscle,Any skeletal muscle that is part of the head region.,AAO:0000107|BTO:0000021|EFO:0003524|EHDAA2:0000322|EMAPA:18172|FMA:9616|MA:0000578|ZFA:0001652,BFO:0000050 some UBERON:0000033|BFO:0000050 some UBERON:0004461|CARO:0000003|RO:0002202 some UBERON:0006904|RO:0002371 some UBERON:0003129|UBERON:0004120|UBERON:0010959
0002377,muscle of neck,Any muscle that is part of the cervical (neck) region.,EMAPA:36050|FMA:9617|GAID:149|MA:0000587|MESH:D009334|NCIT:C33163|UMLS:C0027532,BFO:0000050 some UBERON:0000974|BFO:0000050 some UBERON:0004465|UBERON:0010959
0002378,muscle of abdomen,"Muscle (organ) which is a part of the abdomen. Examples: external oblique, rectus abdominis.",BTO:0001261|EMAPA:35103|FMA:9620|GAID:89|MA:0000520|MESH:D000009|NCIT:C32040|UMLS:C0000739,BFO:0000050 some UBERON:0000916|BFO:0000050 some UBERON:0002343|BFO:0000050 some UBERON:0003697|UBERON:0003833|UBERON:0005172
0002379,perineal muscle,Any muscle organ that is part of a perineum [Automatically generated definition].,EMAPA:36629|FMA:9623|MA:0000538|NCIT:C33300|UMLS:C0224382,BFO:0000050 some UBERON:0002356|BFO:0000050 some UBERON:0004486|UBERON:0001325
0002380,trapezius muscle,"A large superficial muscle that extends longitudinally from the occipital bone to the lower thoracic vertebrae and laterally to the spine of the scapula (shoulder blade). Its functions are to move the scapulae and support the arm. The trapezius has three functional regions: the superior region (descending part), which supports the weight of the arm; the intermediate region (transverse part), which retracts the scapulae; and the inferior region (ascending part), which medially rotates and depresses the scapulae. [WP,unvetted].",EMAPA:18183|FMA:9626|MA:0002398|NCIT:C33809|UMLS:C0224361|VHOG:0000834,RO:0002202 some UBERON:0010955|RO:0002372 some UBERON:0000351|RO:0002372 some UBERON:0001076|RO:0002373 some UBERON:0002497|RO:0002373 some UBERON:0007173|RO:0002568 some UBERON:0001112|RO:0002568 some UBERON:0001125|UBERON:0001482|UBERON:0004120|UBERON:0010313
0002381,pectoralis major,"The pectoralis major is a thick, fan-shaped muscle, situated at the upper front of the chest wall. It makes up the bulk of the chest muscles in the male and lies under the breast in the female. Underneath the pectoralis major is the pectoralis minor, a thin, triangular muscle. [WP,unvetted].",EHDAA2:0001424|EHDAA:8311|EMAPA:18179|FMA:9627|MA:0002354|NCIT:C33284|UMLS:C0585574|VHOG:0000895,BSPO:0000108 some UBERON:0001100|RO:0002005 some UBERON:0003726|RO:0002372 some UBERON:0000975|RO:0002372 some UBERON:0001105|RO:0002373 some UBERON:0000976|UBERON:0001482|UBERON:0001495|UBERON:0003897
0002382,rectus abdominis muscle,"The rectus abdominis muscle is a paired muscle running vertically on each side of the anterior wall of the abdomen. There are two parallel sets of muscles, separated by a midline band of connective tissue called the linea alba (white line). It extends from the pubic symphysis/pubic crest inferiorly to the xiphisternum/xiphoid process and lower costal cartilages (5-7) superiorly. It is contained in the Rectus sheath. The rectus is usually crossed by three fibrous bands licked by the tendinous inscriptions. [WP,modified].",AAO:0010789|EHDAA2:0001595|EHDAA:8252|EMAPA:18164|FMA:9628|GAID:142|MA:0002364|MESH:D017568|NCIT:C33449|UMLS:C0206066|VHOG:0000863|XAO:0004128,BFO:0000050 some UBERON:0006635|BFO:0000050 some UBERON:0008777|RO:0002372 some UBERON:0007832|RO:0002373 some UBERON:0000975|UBERON:0002461|UBERON:0003897|UBERON:0004120
0002383,supraspinatus muscle,"The supraspinatus is a relatively small muscle of the upper limb that takes its name from its origin from the supraspinous fossa superior to the spine of the scapula. It is one of the four rotator cuff muscles and also abducts the arm at the shoulder. The spine of the scapula separates the supraspinatus muscle from the infraspinatus muscle, which originates below the spine. [WP,unvetted].",EHDAA2:0001967|EHDAA:8319|EMAPA:18182|FMA:9629|MA:0002389|NCIT:C33709|UMLS:C0584869|VHOG:0000848,BFO:0000050 some UBERON:0003683|RO:0002372 some UBERON:0006849|RO:0002373 some UBERON:0011187|UBERON:0001482|UBERON:0010891|UBERON:0034908
0002384,connective tissue,Tissue with cells that deposit non-polarized extracellular matrix including connective tissue fibers and ground substance.,AAO:0000098|BTO:0000421|CALOHA:TS-2009|EFO:0000952|EMAPA:35251|FMA:9640|GAID:100|MA:0000011|MAT:0000301|MESH:D003238|MIAA:0000301|NCIT:C12374|TAO:0001641|UMLS:C0009780|VSAO:0000017|XAO:0001017|ZFA:0001632|galen:ConnectiveTissue,BFO:0000051 some GO:0031012|RO:0002160 some NCBITaxon:6072|UBERON:0000479
0002385,muscle tissue,Muscle tissue is a contractile tissue made up of actin and myosin fibers[GO].,AAO:0000306|AEO:0000122|CALOHA:TS-0642|EHDAA2:0003122|EMAPA:32715|FMA:9641|MA:0002437|MESH:D009132|NCIT:C12435|UMLS:C2328219|galen:MuscleTissue,BFO:0000050 some UBERON:0001015|RO:0002160 some NCBITaxon:6072|RO:0002202 some UBERON:0000926|RO:0002215 some GO:0006936|RO:0002473 some CL:0000187|UBERON:0000479|UBERON:0004120
0002386,forelimb zeugopod,"The middle limb segment of the pectoral free limb, between the autopod and stylopod segments. Includes as parts the forelimb zeugopodial skeleton, which includes as parts the radius and ulna, or their cartilage precursors, or evolutionary variants.",BTO:0001447|CALOHA:TS-2205|EFO:0003053|EHDAA2:0000553|EHDAA:4172|EHDAA:6218|EMAPA:17417|FMA:9663|GAID:55|MA:0000034|MESH:D005542|NCIT:C32628|UMLS:C0016536|VHOG:0000341|VSAO:0005058|galen:Forearm,BFO:0000050 some UBERON:0001460|BFO:0000050 some UBERON:0002102|RO:0002551 some UBERON:0010703|UBERON:0002471|UBERON:0008785
0002387,pes,"Distal portion of the hind limb, including tarsal region, metatarsal region and digits.",BTO:0000476|CALOHA:TS-0377|EFO:0003065|EHDAA2:0000546|EMAPA:17459|FMA:9664|GAID:40|MA:0000044|MESH:D005528|NCIT:C32622|UMLS:C0016504|VHOG:0000350|galen:Foot,BFO:0000050 some UBERON:0002103|RO:0002202 some UBERON:0006871|RO:0002551 some UBERON:0001445|UBERON:0002470|UBERON:0008784
0002389,manual digit,A digit that is part of a manus (hand).,AAO:0000857|BTO:0004669|EHDAA2:0000404|EMAPA:32642|FMA:9666|GAID:57|MA:0000041|MESH:D005385|NCIT:C32608|NLXANAT:20090602|UMLS:C0016129|XAO:0003036|galen:Finger,BFO:0000050 some UBERON:0002102|BFO:0000050 some UBERON:0002398|BFO:0000050 some UBERON:0012141|BFO:0000050 some UBERON:5002389|UBERON:0002544
0002390,hematopoietic system,Anatomical system that is involved in the production of hematopoietic cells.,AAO:0011002|BTO:0000570|CALOHA:TS-0449|EFO:0000798|EMAPA:35402|EV:0100045|FMA:9667|GAID:1008|MA:0002434|MAT:0000022|MESH:D006413|MIAA:0000022|NCIT:C12909|TAO:0005023|UMLS:C0018957|VHOG:0001624|XAO:0000122|ZFA:0005023,BFO:0000050 some UBERON:0002193|RO:0002160 some NCBITaxon:7711|RO:0002202 some UBERON:0003061|UBERON:0000467|UBERON:0004120
0002391,lymph,Lymph is the fluid that is formed when interstitial fluid enters the conduits of the lymphatic system through lymph capillaries[WP].,BTO:0000855|CALOHA:TS-0580|EFO:0000871|ENVO:02000041|EV:0100049|FMA:9671|GAID:1186|MA:0002520|MAT:0000055|MESH:D008196|MIAA:0000055|NCIT:C13252|UMLS:C0024202|VHOG:0001590|ZFA:0005658|galen:Lymph,BFO:0000050 some UBERON:0006558|CARO:0000000|RO:0002202 some UBERON:0000913|RO:0002494 some UBERON:0000913|UBERON:0000179
0002392,nasolacrimal duct,"The paired channels leading from the lacrimal sacs to the inferior meatus of the nose, through which tears are conducted through the nasal cavity.",AAO:0000643|EHDAA2:0001237|EHDAA:7849|EHDAA:9094|EMAPA:17853|FMA:9703|GAID:902|MA:0001299|MESH:D009301|NCIT:C33161|UMLS:C0027437|VHOG:0000664,BFO:0000050 some UBERON:0001850|BFO:0000051 some CL:0000160|BFO:0000051 some UBERON:0007602|RO:0002176 some UBERON:0001351|RO:0002176 some UBERON:0001707|RO:0002202 some UBERON:0006266|RO:0002433 some UBERON:0001750|UBERON:0000025|UBERON:0000058|UBERON:0004121|UBERON:0010314|obo:uberon/core#channel_for some UBERON:0001827
0002393,pharyngotympanic tube,"Organ with organ cavity which connects the cavity of the middle ear to the cavity of the pharynx. Examples: There are only two pharyngotympanic tubes, the right and the left pharyngotympanic tubes.[FMA].",AAO:0000146|AAO:0011016|EMAPA:17601|EV:0100359|FMA:9705|GAID:869|MA:0000255|NCIT:C12500|UMLS:C0015183|VHOG:0001145|XAO:0000213,BFO:0000050 some UBERON:0001756|BFO:0000051 some UBERON:0010062|RO:0002254 some UBERON:0010020|UBERON:0000062|UBERON:0010314
0002394,bile duct,"Any of the ducts that form the biliary tree, carrying bile from the liver to the small intestine.",AAO:0011019|BTO:0000122|CALOHA:TS-0075|EHDAA2:0000741|EMAPA:35171|EV:0100091|FMA:9706|GAID:280|MA:0000354|MESH:D001652|NCIT:C12376|TAO:0001100|UMLS:C0005400|VHOG:0000212|XAO:0000134|ZFA:0001100,BFO:0000050 some UBERON:0001173|RO:0002202 some UBERON:0008835|RO:0002433 some UBERON:0001173|UBERON:0000025|UBERON:0003928|UBERON:0004119|obo:uberon/core#channel_for some UBERON:0001970
0002395,talus,A proximal tarsal bone resulting from fusion of intermedium and fibulare.,BTO:0002354|EMAPA:19135|FMA:9708|GAID:196|MA:0001351|MESH:D013628|NCIT:C52799|UMLS:C0039277|galen:Talus,RO:0002170 some UBERON:0000979|RO:0002374 some UBERON:0011678|RO:0002374 some UBERON:0012126|UBERON:0011679
0002396,vomer,The triangular flat bone of the nasal septum.,AAO:0000633|FMA:9710|MA:0001496|MESH:D055172|NCIT:C33888|TAO:0000308|UMLS:C0242403|ZFA:0000308,BFO:0000050 some UBERON:0011085|BFO:0000050 some UBERON:0011156|BFO:0000050 some UBERON:0012072|RO:0002433 some UBERON:0011156|UBERON:0008001|UBERON:0011597|UBERON:0012071
0002397,maxilla,"The bone which normally forms the lateral upper jaw in osteichthyans, including tetrapods.",AAO:0000285|CALOHA:TS-2217|EHDAA2:0001068|EHDAA:8043|EMAPA:17639|FMA:9711|GAID:220|MA:0001491|MESH:D008437|NCIT:C26470|TAO:0000270|UMLS:C0024947|VHOG:0001021|VSAO:0000207|ZFA:0000270|galen:Maxilla,BFO:0000050 some UBERON:0003113|BFO:0000050 some UBERON:0003277|BSPO:0000126 some UBERON:0011156|RO:0002202 some UBERON:0010334|RO:0002220 some UBERON:0002244|RO:0002433 some UBERON:0001708|UBERON:0002514|UBERON:0008193|UBERON:0008907|UBERON:0011597|UBERON:0015212
0002398,manus,"Distal segment of the fore limb, including carpal region, metacarpal region and digits.",AAO:0010803|BTO:0004668|CALOHA:TS-2213|EHDAA2:0000728|EMAPA:17428|FMA:9712|GAID:56|MA:0000037|MESH:D006225|NCIT:C32712|NLXANAT:20090603|UMLS:C0018563|VHOG:0000344|galen:Hand,BFO:0000050 some UBERON:0002102|RO:0002202 some UBERON:0006875|RO:0002551 some UBERON:0001442|UBERON:0002470|UBERON:0008785
0002399,lesser omentum,"The double layer of peritoneum that extends from the liver to the lesser curvature of the stomach and the start of the duodenum. [WP,unvetted].",EHDAA2:0000991|EHDAA:4858|EMAPA:17890|EV:0100086|FMA:9715|MA:0001623|NCIT:C32981|UMLS:C0230260|VHOG:0000357,BFO:0000050 some UBERON:0001178|BFO:0000050 some UBERON:0005626|RO:0002202 some UBERON:0005626|UBERON:0003688|UBERON:0009870
0002400,parietal pleura,The outer serous membrane of the pulmonary pleural.,EMAPA:16776|FMA:9733|MA:0002488|NCIT:C33273|UMLS:C0225777|VHOG:0001495,BFO:0000050 some UBERON:0000977|CARO:0000003|RO:0002005 some UBERON:0003727|RO:0002220 some UBERON:0002224|RO:0002433 some UBERON:0000977|UBERON:0000077|UBERON:0004923
0002401,visceral pleura,The inner serous membrane of the pulmonary pleural. The visceral pleura lines the lungs.,EHDAA2:0002205|EMAPA:16777|FMA:9734|MA:0002489|NCIT:C33881|UMLS:C0225776|VHOG:0001496,BFO:0000050 some RO:0002577|BFO:0000050 some UBERON:0000977|BFO:0000050 some UBERON:0002048|CARO:0000003|RO:0002220 some UBERON:0002048|RO:0002371 some UBERON:0008946|RO:0002433 some UBERON:0000977|UBERON:0000077|UBERON:0022350
0002402,pleural cavity,The fluid-filled cavity that lies between the visceral and parietal pleurae.,BTO:0004422|EHDAA2:0001475|EMAPA:16773|EMAPA:16774|FMA:9740|GAID:95|MA:0000055|MESH:D035422|NCIT:C12840|UMLS:C0178802|VHOG:0000581,BFO:0000050 some UBERON:0009778|CARO:0000000|RO:0002202 some UBERON:0003887|RO:0002220 some UBERON:0002400|RO:0002220 some UBERON:0002401|RO:0002572 some UBERON:0009778|UBERON:0035809
0002403,internal intercostal muscle,An intercostal muscle that aids in forced expiration (quiet expiration is a passive process).,EHDAA2:0000875|EMAPA:18523|FMA:9757|MA:0002326|NCIT:C32848|UMLS:C1744536|VHOG:0000905,RO:0002202 some UBERON:0010981|UBERON:0001111
0002404,transversus thoracis,"The tranversus thoracis lies internal to the thoracic cage, anteriorly. It is a thin plane of muscular and tendinous fibers, situated upon the inner surface of the front wall of the chest. It is in the same layer as the subcostal muscles. It arises on either side from the lower third of the posterior surface of the body of the sternum, from the posterior surface of the xiphoid process, and from the sternal ends of the costal cartilages of the lower three or four true ribs. Its fibers diverge upward and lateralward, to be inserted by slips into the lower borders and inner surfaces of the costal cartilages of the second, third, fourth, fifth, and sixth ribs. The lowest fibers of this muscle are horizontal in their direction, and are continuous with those of the Transversus abdominis; the intermediate fibers are oblique, while the highest are almost vertical. This muscle varies in its attachments, not only in different subjects, but on opposite sides of the same subject. [WP,unvetted].",EMAPA:19267|FMA:9760|MA:0002397|NCIT:C53180|UMLS:C1744608,CARO:0000003|RO:0002005 some UBERON:0003727|UBERON:0002426
0002405,immune system,"Anatomical system that protects the body from foreign substances, cells, and tissues by producing the immune response and that includes especially the thymus, spleen, lymphoid tissue, lymphocytes including the B cells and T cells, and antibodies.",AAO:0011003|BILA:0000104|BTO:0005810|FMA:9825|GAID:328|MA:0002711|MESH:D007107|NCIT:C12735|TAO:0001159|UMLS:C0020962|VHOG:0001247|XAO:0003152|ZFA:0001159,RO:0002215 some GO:0002376|RO:0002492 some UBERON:0000066|UBERON:0015203|obo:uberon/core#protects some UBERON:0000468
0002406,pericardial sac,A double-walled sac containing the heart and the roots of the great vessels.,FMA:9868|RETIRED_EHDAA2:0001443|TAO:0000054,BFO:0000050 some UBERON:0001009|BFO:0000050 some UBERON:0002407|BFO:0000051 some UBERON:0001074|BFO:0000051 some UBERON:0002357|RO:0002219 some UBERON:0002359|UBERON:0005181|UBERON:0005906
0002407,pericardium,The combination of pericardial sac (a double-walled sac containing the heart and the roots of the great vessels) plus fibrous pericardium.,AAO:0010817|BSA:0000090|BTO:0000717|CALOHA:TS-0761|EFO:0000820|EHDAA:5376|EMAPA:16133|EV:0100023|FMA:9869|GAID:569|MA:0000099|MAT:0000454|MESH:D010496|NCIT:C13005|RETIRED_EHDAA2:0001443|TAO:0000054|UMLS:C0031050|VHOG:0001280|XAO:0004182|ZFA:0000054|galen:Pericardium,BFO:0000050 some NCBITaxon:6072|BFO:0000050 some UBERON:0015410|BFO:0000051 some UBERON:0002359|BFO:0000051 some UBERON:0002406|CARO:0000000|RO:0002221 some UBERON:0002349|UBERON:0000481
0002408,parietal serous pericardium,Parietal serous membrane which is part of the pericardium and forms the outer layer of the pericardial sac.,EHDAA:3422|EHDAA:5378|EMAPA:19031|FMA:9870|MA:0000483|NCIT:C94500|UMLS:C0225969|VHOG:0000537,BFO:0000050 some UBERON:0002357|UBERON:0022351
